studyYear,studyName,germplasmName,notes
2022,YT_Urb_22,2020-14337,Thin
2022,YT_Urb_22,IL16LCSDH-06-T-2661-39,Ve
2022,YT_Urb_22,IL16LCSDH-07-T-2662-22,Leaning 
2022,YT_Urb_22,2020-4907,Leaning 
2022,YT_Urb_22,IL16LCSDH-07-T-2662-202,"Looks nice, a bit tall and late"
2022,YT_Urb_22,2020-927,Leaning 
2022,YT_Urb_22,IL16LCSDH-02-T-864-54,Disease 
2022,YT_Urb_22,2020-3744,Tall
2022,YT_Urb_22,2020-7719,Looks weak
2022,YT_Urb_22,IL16LCSDH-09-T-2664-27,Lodg
2022,YT_Urb_22,2020-13902,Leaning 
2022,YT_Urb_22,2020-2335,Tall
2022,YT_Urb_22,2020-8734,Leaning 
2022,YT_Urb_22,2020-10325,Leaning 
2022,YT_Urb_22,2020-8457,Npt
2022,YT_Urb_22,IL16LCSDH-07-T-2662-22,Leaning 
2022,YT_Urb_22,2020-602,Leaning 
2022,YT_Urb_22,2020-10630,Leaning 
2022,YT_Urb_22,IL16LCSDH-03-T-865-32,Leaning 
2022,YT_Urb_22,2020-15726,Npt
2022,YT_Urb_22,2020-16521,"Npt, erect"
2022,YT_Urb_22,IL16LCSDH-01-T-863-69,Leaning 
2022,YT_Urb_22,IL16LCSDH-04-T-2659-225,Looks weak 
2022,YT_Urb_22,2020-602,Leaning 
2022,YT_Urb_22,2020-13967,Looks weak
2022,YT_Urb_22,2020-17006,Leaning
2022,YT_Urb_22,IL16LCSDH-08-T-2663-21,Lodging 
2022,YT_Urb_22,IL16LCSDH-03-T-865-36,Leaning
2022,YT_Urb_22,2020-15546,Lodging 
2022,YT_Urb_22,2020-10038,Lodging 
2022,YT_Urb_22,IL16LCSDH-04-T-2659-207,Leaning 
2022,YT_Urb_22,IL16LCSDH-10-T-2665-42,Tall 
2022,YT_Urb_22,2020-15209,Lodg
2022,YT_Urb_22,IL16LCSDH-04-T-2659-212,Too tall
2022,YT_Urb_22,2020-1128,Leaning 
2022,YT_Urb_22,IL16LCSDH-02-T-864-8,Leaning 
2022,YT_Urb_22,2020-2032,"Not, ve"
2022,YT_Urb_22,2020-15256,Lodging 
2022,YT_Urb_22,IL16LCSDH-06-T-2661-234,Lodg
2022,YT_Urb_22,2020-9945,Short 
2022,YT_Urb_22,2020-10435,Tall 
2022,YT_Urb_22,2020-16035,Leaning 
2022,YT_Urb_22,2020-2864,Looks weak
2022,YT_Urb_22,2020-5416,"Tall, disease"
2022,YT_Urb_22,2020-17163,Tall 
2022,YT_Urb_22,2020-6254,"Not, mixed"
2022,YT_Urb_22,2020-12073,Leaning 
2022,YT_Urb_22,2020-2770,Leaning 
2022,YT_Urb_22,IL16LCSDH-02-T-864-6,Too tall
2022,YT_Urb_22,2020-6909,Leaning 
2022,YT_Urb_22,2020-5056,"Too tall, disease"
2022,YT_Urb_22,2020-10026,Tall 
2022,YT_Urb_22,2020-11632,Ve
2022,YT_Urb_22,2020-2330,Tall 
2022,YT_Urb_22,19-21652,Tall 
2022,YT_Urb_22,2020-13707,Lodg
2022,YT_Urb_22,2020-1739,Tall
2022,YT_Urb_22,2020-10278,Leaning 
2022,YT_Urb_22,2020-1865,Mix
2022,YT_Urb_22,2020-11836,A bit tall
2022,YT_Urb_22,2020-850,Tall 
2022,YT_Urb_22,2020-6909,Lodging 
2022,YT_Urb_22,2020-13710,Lodging 
2022,YT_Urb_22,IL16LCSDH-07-T-2662-202,Scab
2022,YT_Urb_22,IL16LCSDH-03-T-865-46,Npt
2022,YT_Urb_22,2020-10322,Leaning
2022,YT_Urb_22,IL16LCSDH-06-T-2661-12,"Dense, npt"
2022,YT_Urb_22,2020-10278,Leaning 
2022,YT_Urb_22,2020-13011,Leaning 
2022,YT_Urb_22,2020-6453,Ve
2022,YT_Urb_22,2020-15810,A bit tall
2022,YT_Urb_22,2020-1314,Tall 
2022,YT_Urb_22,2020-14872,Leaning 
2022,YT_Urb_22,2020-17163,Tall 
2022,YT_Urb_22,IL16LCSDH-06-T-2661-228,Npt
2022,YT_Urb_22,2020-6205,Looks weak
2022,YT_Urb_22,2020-10474,Bearded 
2022,YT_Urb_22,2020-14337,Leaning
2022,YT_Urb_22,IL16LCSDH-07-T-2662-201,Looks good
2022,YT_Urb_22,2020-5308,Leaning 
2022,YT_Urb_22,2020-8754,Npt
2022,YT_Urb_22,2020-7954,"Ve, thin"
2022,YT_Urb_22,2020-2864,Leaning 
2022,YT_Urb_22,2020-16521,Leaning 
2022,YT_Urb_22,2020-4869,Leaning
2022,YT_Urb_22,2020-6415,Tall 
2022,YT_Urb_22,2020-16301,Leaning 
2022,YT_Urb_22,IL16LCSDH-06-T-2661-21,Looks weak 
2022,YT_Urb_22,2020-13354,Tall
2022,YT_Urb_22,2020-14253,Tall
2022,YT_Urb_22,2020-5315,Leaning 
2022,YT_Urb_22,2020-14872,"Tall, leaning "
2022,YT_Urb_22,2020-2334,Tall 
