"","study","germplasmName","trait","predicted.value","std.error","status"
"1","Pr_Neo_21","07-20728","Grain.yield...bu.ac",74.0770323646774,3.81705894867843,"Estimable"
"2","Pr_Neo_21","07-20728","Heading.time...Julian.date..JD..CO_321.0001233",132.005528208746,1.01758017538758,"Estimable"
"3","Pr_Neo_21","07-20728","Grain.test.weight...lbs.bu",56.9718328767365,0.337410686963342,"Estimable"
"4","Pr_Neo_21","07-20728","Plant.height.inches",38.8267902678057,1.72192284291037,"Estimable"
"5","Pr_Neo_21","07-4415","Grain.yield...bu.ac",89.8442828659206,3.80066286585518,"Estimable"
"6","Pr_Neo_21","07-4415","Heading.time...Julian.date..JD..CO_321.0001233",127.793668849238,1.01592182319271,"Estimable"
"7","Pr_Neo_21","07-4415","Grain.test.weight...lbs.bu",54.1925943392983,0.336701735529986,"Estimable"
"8","Pr_Neo_21","07-4415","Plant.height.inches",38.4629037520621,1.72201881041459,"Estimable"
"9","Pr_Neo_21","19-10123","Grain.yield...bu.ac",87.0424201007504,2.81328343533599,"Estimable"
"10","Pr_Neo_21","19-10123","Heading.time...Julian.date..JD..CO_321.0001233",124.989524709043,0.733500356046349,"Estimable"
"11","Pr_Neo_21","19-10123","Grain.test.weight...lbs.bu",56.2731688263144,0.284364240826109,"Estimable"
"12","Pr_Neo_21","19-10123","Plant.height.inches",39.3621918733668,1.22441840019833,"Estimable"
"13","Pr_Neo_21","19-10136","Grain.yield...bu.ac",86.4546187075416,2.84947528898778,"Estimable"
"14","Pr_Neo_21","19-10136","Heading.time...Julian.date..JD..CO_321.0001233",128.080184158817,0.7332295547884,"Estimable"
"15","Pr_Neo_21","19-10136","Grain.test.weight...lbs.bu",57.0364651826677,0.285574762490392,"Estimable"
"16","Pr_Neo_21","19-10136","Plant.height.inches",39.0454787884816,1.22387790229051,"Estimable"
"17","Pr_Neo_21","19-10141","Grain.yield...bu.ac",74.8122017864444,2.80262824101611,"Estimable"
"18","Pr_Neo_21","19-10141","Heading.time...Julian.date..JD..CO_321.0001233",129.023419762638,0.735940279203071,"Estimable"
"19","Pr_Neo_21","19-10141","Grain.test.weight...lbs.bu",57.4880509402611,0.283881259832617,"Estimable"
"20","Pr_Neo_21","19-10141","Plant.height.inches",38.8424501092946,1.22438460043627,"Estimable"
"21","Pr_Neo_21","19-10142","Grain.yield...bu.ac",80.2726831839704,2.79795016188797,"Estimable"
"22","Pr_Neo_21","19-10142","Heading.time...Julian.date..JD..CO_321.0001233",128.143725681653,0.738065654405852,"Estimable"
"23","Pr_Neo_21","19-10142","Grain.test.weight...lbs.bu",56.7734787027965,0.283977303174797,"Estimable"
"24","Pr_Neo_21","19-10142","Plant.height.inches",36.8168154733593,1.22376140617271,"Estimable"
"25","Pr_Neo_21","19-10151","Grain.yield...bu.ac",87.5137739153026,3.786322837987,"Estimable"
"26","Pr_Neo_21","19-10151","Heading.time...Julian.date..JD..CO_321.0001233",127.75561276723,1.01609494510475,"Estimable"
"27","Pr_Neo_21","19-10151","Grain.test.weight...lbs.bu",56.9366464890173,0.335654565023599,"Estimable"
"28","Pr_Neo_21","19-10151","Plant.height.inches",39.6958691167287,1.72353287026463,"Estimable"
"29","Pr_Neo_21","19-10168","Grain.yield...bu.ac",76.5767823927366,3.78357635048687,"Estimable"
"30","Pr_Neo_21","19-10168","Heading.time...Julian.date..JD..CO_321.0001233",129.946386232028,1.0155288248145,"Estimable"
"31","Pr_Neo_21","19-10168","Grain.test.weight...lbs.bu",56.8980321472127,0.335963845161646,"Estimable"
"32","Pr_Neo_21","19-10168","Plant.height.inches",38.1377422493393,1.72362717572777,"Estimable"
"33","Pr_Neo_21","19-10169","Grain.yield...bu.ac",78.5900356346273,2.80616850078088,"Estimable"
"34","Pr_Neo_21","19-10169","Heading.time...Julian.date..JD..CO_321.0001233",131.677310043325,0.736565257652783,"Estimable"
"35","Pr_Neo_21","19-10169","Grain.test.weight...lbs.bu",56.5950100858562,0.285446846523499,"Estimable"
"36","Pr_Neo_21","19-10169","Plant.height.inches",40.2418961485927,1.22420572424678,"Estimable"
"37","Pr_Neo_21","19-10173","Grain.yield...bu.ac",84.3112121759691,3.82248562092729,"Estimable"
"38","Pr_Neo_21","19-10173","Heading.time...Julian.date..JD..CO_321.0001233",125.960451053734,1.02348032711131,"Estimable"
"39","Pr_Neo_21","19-10173","Grain.test.weight...lbs.bu",57.6204489092196,0.338326056584002,"Estimable"
"40","Pr_Neo_21","19-10173","Plant.height.inches",39.7083228352006,1.72226206027165,"Estimable"
"41","Pr_Neo_21","19-10236","Grain.yield...bu.ac",77.1961442254576,3.85121127560053,"Estimable"
"42","Pr_Neo_21","19-10236","Heading.time...Julian.date..JD..CO_321.0001233",125.658800352471,1.01807400717799,"Estimable"
"43","Pr_Neo_21","19-10236","Grain.test.weight...lbs.bu",55.8446483571246,0.338880800290125,"Estimable"
"44","Pr_Neo_21","19-10236","Plant.height.inches",39.8837135888175,1.72183125387815,"Estimable"
"45","Pr_Neo_21","19-10259","Grain.yield...bu.ac",79.9297588939725,3.79452896400048,"Estimable"
"46","Pr_Neo_21","19-10259","Heading.time...Julian.date..JD..CO_321.0001233",125.602570349872,1.01589163871154,"Estimable"
"47","Pr_Neo_21","19-10259","Grain.test.weight...lbs.bu",56.158585995045,0.336544114636446,"Estimable"
"48","Pr_Neo_21","19-10259","Plant.height.inches",40.6850720942181,1.72193881975449,"Estimable"
"49","Pr_Neo_21","19-10905","Grain.yield...bu.ac",74.7467034417034,3.80267485746193,"Estimable"
"50","Pr_Neo_21","19-10905","Heading.time...Julian.date..JD..CO_321.0001233",129.057159439512,1.01664016246283,"Estimable"
"51","Pr_Neo_21","19-10905","Grain.test.weight...lbs.bu",55.3955614507032,0.336699320798505,"Estimable"
"52","Pr_Neo_21","19-10905","Plant.height.inches",38.4922082143627,1.72202379735452,"Estimable"
"53","Pr_Neo_21","19-11163","Grain.yield...bu.ac",77.976706053991,3.81185866749068,"Estimable"
"54","Pr_Neo_21","19-11163","Heading.time...Julian.date..JD..CO_321.0001233",124.768855722416,1.01377657298074,"Estimable"
"55","Pr_Neo_21","19-11163","Grain.test.weight...lbs.bu",56.8645883555771,0.336569768078521,"Estimable"
"56","Pr_Neo_21","19-11163","Plant.height.inches",40.3955908090387,1.72195014153859,"Estimable"
